index,city,latitude,longitude
0,鹿角,40.2157778,140.7884361
1,大館,40.271405,140.5642854
2,北秋田,40.2260542,140.3707417
3,能代,40.2121508,140.0266238
4,秋田,39.7186135,140.1023643
5,男鹿,39.8868177,139.847558
6,潟上,39.8572876,140.013054
7,由利本荘,39.3858766,140.0487906
8,にかほ,39.2030116,139.9077127
9,大仙,39.4530882,140.4754481
10,仙北,39.7000694,140.7305881
11,横手,39.3137816,140.5666488
12,湯沢,39.1643041,140.4956629
