index,city,latitude,longitude
0,Copenhagen,55.6760968,12.5683371
1,London,51.5073509,-0.1277583
2,Amsterdam,52.3702157,4.895167900000001
3,Berlin,52.52000659999999,13.404954
4,Bruxelles,50.8503396,4.3517103
5,Luxembourg,49.815273,6.129582999999999
6,Prague,50.0755381,14.4378005
7,Paris,48.856614,2.3522219
8,Zurich,47.3768866,8.541694
9,Vienne,48.2081743,16.3738189
10,Milan,45.4654219,9.1859243
